DOI,ACCENUMB,ORIGCTY,DECLATITUDE,DECLONGITUDE,Pred_Resistencia,Probabilidad_Resistencia
10.18730/S227Y,G22608A,COD,-1.48,28.91,1,0.99476826
10.18730/JW739,G22605,COD,-1.41,28.87,1,0.9946602
10.18730/JW717,G22602,COD,-1.43,28.9,1,0.99407107
10.18730/JW706,G22601,COD,-1.53,28.93,1,0.99678826
10.18730/JW6V1,G22595,COD,-0.02,29.4,1,0.99690044
10.18730/JW6X3,G22597,COD,0.33,29.74,0,0.27432594
10.18730/PF3T4,G22592,COD,-0.42,29.09,1,0.9936991
10.18730/JW6MZ,G22587,COD,-0.68,29.09,1,0.8978722
10.18730/JW6ES,G22580,COD,-1.19,29.44,1,0.6823729
10.18730/JW6JX,G22578,COD,-1.23,29.43,1,0.81187034
10.18730/JW6BP,G22577,COD,-1.47,28.87,1,0.99382037
10.18730/JW68K,G22574,COD,-1.54,29.27,1,0.9972242
10.18730/JZYPS,G1026,COD,-1.47,29.24,1,0.99749655
10.18730/JHK04,G9609,GTM,14.29,-90.31,0,0.0010659244
10.18730/K32TA,G9462,GTM,14.8,-90.19,0,0.00018349687
10.18730/JZT4V,G854,GTM,15.31,-91.45,0,0.00057054544
10.18730/JZSF6,G833,GTM,14.64,-91.53,0,0.024708759
10.18730/JZSE5,G832,GTM,14.62,-89.99,0,0.00039649865
10.18730/JZSC3,G830,GTM,14.28,-89.89,0,0.00045204774
10.18730/K2HZT,G8249,GTM,15.05,-91.03,0,0.016652955
10.18730/JZQJK,G770,GTM,15.66,-91.7,0,0.009170437
10.18730/K3G1T,G750,GTM,15.66,-91.47,0,0.045984685
10.18730/JZPW$,G740,GTM,14.86,-90.02,0,0.00017641817
10.18730/JZPPW,G739,GTM,14.57,-90.75,0,0.0013663996
10.18730/JZPNV,G738,GTM,14.77,-91.0,0,0.015429585
10.18730/JZPGP,G733,GTM,15.08,-90.47,0,0.008618921
10.18730/JZNP~,G698,GTM,15.5,-90.26,1,0.9571236
10.18730/JGC5K,G5908,GTM,15.61,-89.81,0,0.01136645
10.18730/JGG4=,G5711,GTM,14.67,-90.83,0,0.0022059567
10.18730/JGQPJ,G5218,GTM,14.91,-91.37,0,0.0030838228
10.18730/S61N1,G50721C,GTM,15.03,-89.9,0,0.12234598
10.18730/S2CMY,G50720B,GTM,15.0,-90.23,0,0.0011853301
10.18730/JYT20,G50718,GTM,14.83,-90.62,0,0.001170854
10.18730/PG8FY,G50719,GTM,15.1,-90.43,0,0.052594047
10.18730/JYT75,G50715,GTM,14.57,-89.37,0,0.00066285755
10.18730/JYT0=,G50716,GTM,14.76,-90.62,0,0.001340376
10.18730/JYQN$,G50506,GTM,14.6,-91.12,0,0.035810385
10.18730/PG8EX,G50507,GTM,14.78,-91.48,0,0.019953052
10.18730/PG8DW,G50505,GTM,14.72,-90.78,0,0.00094599754
10.18730/JYQ8N,G50503,GTM,14.62,-90.57,0,0.00076137955
10.18730/JYQFW,G50504,GTM,14.7,-90.78,0,0.0011268862
10.18730/JVZY2,G50438,GTM,15.09,-91.82,0,0.00625153
10.18730/S6QS6,G50388B,GTM,14.75,-91.52,0,0.07041128
10.18730/JYQM~,G50384,GTM,15.67,-91.72,0,0.001683026
10.18730/JW176,G50008,GTM,15.47,-91.49,1,0.8614562
10.18730/JW21*,G50011,GTM,14.45,-90.82,0,0.004483449
10.18730/JW132,G50007,GTM,15.22,-91.69,0,0.0019773487
10.18730/K3QQD,G4300,GTM,15.68,-88.57,0,0.0026032089
10.18730/JF6N3,G4066,GTM,15.32,-91.63,0,0.005312689
10.18730/JV05N,G3955,GTM,14.94,-91.12,0,0.01884331
10.18730/K1SAE,G3252,GTM,15.19,-89.29,0,0.0034629463
10.18730/K1RGS,G3245,GTM,15.14,-89.37,0,0.0011961409
10.18730/K1RHT,G3246,GTM,14.99,-89.36,0,0.002427009
10.18730/K1RKW,G3248,GTM,14.97,-89.53,0,0.0005352285
10.18730/K1RDP,G3242,GTM,15.4,-89.05,0,0.011102589
10.18730/K3QNB,G3237,GTM,15.56,-88.63,0,0.0036322763
10.18730/K1R9J,G3233,GTM,15.26,-89.09,0,0.0037149717
10.18730/K3QJ8,G3234,GTM,15.46,-88.95,0,0.008614978
10.18730/K1R7G,G3231,GTM,14.62,-89.63,0,0.00025106204
10.18730/K3GD1,G3227,GTM,15.42,-90.31,1,0.9875994
10.18730/K1R5E,G3228,GTM,15.06,-90.2,1,0.907473
10.18730/K1QX6,G3220,GTM,15.57,-89.98,0,0.0085150665
10.18730/K1QK~,G3210,GTM,15.37,-90.49,1,0.98443025
10.18730/K1QN=,G3212,GTM,15.49,-90.34,1,0.9847948
10.18730/K1QJ*,G3207,GTM,15.31,-89.89,0,0.0042175003
10.18730/K1QBS,G3201,GTM,14.66,-89.85,0,0.00021085147
10.18730/K1QDV,G3203,GTM,14.25,-90.29,0,0.00038951272
10.18730/K1QEW,G3204,GTM,15.34,-90.17,1,0.98708236
10.18730/K1QFX,G3205,GTM,15.32,-89.98,0,0.0061270106
10.18730/K1QGY,G3197,GTM,14.82,-89.56,0,0.00018284228
10.18730/K1QW5,G3198,GTM,14.51,-89.65,0,0.00013357187
10.18730/K1Q9Q,G3199,GTM,14.67,-89.67,0,0.00019794833
10.18730/K1Q7N,G3196,GTM,14.61,-89.57,0,0.00054905907
10.18730/K1Q1F,G3191,GTM,14.64,-89.45,0,0.00022904042
10.18730/K1Q4J,G3194,GTM,14.55,-89.67,0,0.0001893827
10.18730/K1Q5K,G3186,GTM,14.18,-89.79,0,0.0002749169
10.18730/K1PD*,G3172,GTM,14.14,-90.02,0,0.00024319043
10.18730/K1PCZ,G3171,GTM,14.14,-89.99,0,0.00020693938
10.18730/K1P9W,G3168,GTM,14.08,-90.1,0,0.00061809894
10.18730/K3PPH,G3166,GTM,13.97,-89.98,0,0.0004370716
10.18730/K1NZJ,G3158,GTM,14.4,-90.31,0,0.00042255683
10.18730/K1PK1,G3156,GTM,14.42,-90.24,0,0.0005634503
10.18730/K1NCU,G3138,GTM,14.79,-90.21,0,0.00013384841
10.18730/K3QG6,G3128,GTM,15.46,-88.83,0,0.0065911207
10.18730/K1N6Y,G3131,GTM,14.91,-90.0,0,0.0005896728
10.18730/K1N7Z,G3111,GTM,14.93,-89.89,0,0.00026652083
10.18730/K1N8*,G3112,GTM,14.98,-89.72,0,0.00030178225
10.18730/K1MTJ,G3113,GTM,15.24,-89.24,0,0.005003013
10.18730/K1MPE,G3107,GTM,15.11,-90.27,0,0.0038655184
10.18730/K1MG8,G3098,GTM,14.69,-90.52,0,0.0018909548
10.18730/K1ME6,G3096,GTM,14.19,-89.74,0,0.00016731881
10.18730/K1M5$,G3082,GTM,15.03,-91.12,0,0.013855404
10.18730/K1M4~,G3080,GTM,14.97,-91.77,0,0.021100195
10.18730/K1KXT,G3072,GTM,15.37,-91.45,0,0.008216985
10.18730/K1KNJ,G3061,GTM,15.58,-91.9,0,0.0074831094
10.18730/K1KMH,G3060,GTM,15.63,-91.99,0,0.00015815698
10.18730/K1KRN,G3057,GTM,15.47,-90.32,1,0.9824525
10.18730/K1M2Z,G3058,GTM,14.74,-90.99,0,0.013612125
10.18730/K1KC9,G3050,GTM,15.39,-90.4,1,0.98669213
10.18730/K1KVR,G3049,GTM,15.34,-90.31,1,0.98977846
10.18730/K1KJF,G3038,GTM,14.94,-90.15,0,0.00027340764
10.18730/K1JTW,G3030,GTM,14.72,-89.59,0,0.00029615016
10.18730/K3GBU,G3016,GTM,14.83,-89.39,0,0.00015333794
10.18730/K1K2U,G3017,GTM,14.52,-89.45,0,0.000722647
10.18730/K1J9B,G3012,GTM,14.82,-89.37,0,0.0001688365
10.18730/K1JBD,G3005,GTM,14.35,-89.84,0,0.00035097037
10.18730/K1JEG,G2995,GTM,14.34,-89.72,0,0.00024295473
10.18730/K1HRZ,G2993,GTM,14.19,-89.68,0,0.00024561057
10.18730/K1J35,G2985,GTM,14.2,-90.1,0,0.0006470204
10.18730/K1HDM,G2982,GTM,14.05,-89.95,0,0.0004530309
10.18730/K1HBJ,G2980,GTM,14.17,-90.05,0,0.00042991337
10.18730/K1H4B,G2971,GTM,14.06,-90.04,0,0.0006940078
10.18730/K1H07,G2968,GTM,14.03,-90.08,0,0.0019043791
10.18730/K1H6D,G2951,GTM,14.24,-90.49,0,0.0010623331
10.18730/JXJT2,G23593,GTM,14.65,-89.95,0,0.0016309881
10.18730/JX4Z3,G23440,GTM,14.42,-90.58,0,0.001168674
10.18730/JX515,G23441,GTM,14.43,-90.52,0,0.0009489585
10.18730/PGC2$,G23439,GTM,14.44,-90.13,0,0.00448964
10.18730/JX4FR,G23438,GTM,14.68,-89.8,0,0.013505859
10.18730/S4BF6,G23436A,GTM,14.67,-89.78,0,0.0027466945
10.18730/PGC0*,G23435,GTM,14.55,-89.63,0,0.0009079861
10.18730/S25AJ,G23434C,GTM,15.07,-89.93,1,0.9582876
10.18730/K0WYZ,G2237,GTM,14.51,-91.72,0,0.0007970975
10.18730/K0WEF,G2221,GTM,15.35,-90.86,1,0.97177875
10.18730/K0WDE,G2220,GTM,15.37,-90.63,0,0.008280377
10.18730/K0W34,G2209,GTM,15.37,-90.42,1,0.9887061
10.18730/K0T7J,G2157,GTM,14.64,-90.71,0,0.00384015
10.18730/K0P1*,G2010,GTM,14.62,-90.81,0,0.0043627094
10.18730/K0NNM,G2006,GTM,15.35,-90.79,1,0.5352315
10.18730/K0NJH,G1994,GTM,15.42,-90.41,1,0.98735434
10.18730/JVYX6,G19908,GTM,14.53,-90.83,0,0.0035710179
10.18730/JVZ3C,G19909,GTM,14.55,-90.83,0,0.013341871
10.18730/S221R,G19906A,GTM,14.45,-90.7,0,0.0009452393
10.18730/K0MDH,G1971,GTM,14.51,-89.86,0,0.0002713385
10.18730/K0M37,G1944,GTM,14.74,-91.25,0,0.012293681
10.18730/JMEHA,G18994,GTM,14.65,-90.77,0,0.0012041648
10.18730/JTHT6,G18240,GTM,14.89,-90.22,0,0.00024175733
10.18730/JTHKU,G18223,GTM,14.64,-90.94,0,0.009602742
10.18730/JTAV5,G17651,GTM,14.65,-91.0,0,0.019014096
10.18730/JHJJV,G16865,GTM,15.31,-90.23,1,0.52564985
10.18730/JS7SY,G13935,GTM,15.22,-91.52,0,0.001398557
10.18730/JS7NT,G13931,GTM,14.84,-91.55,0,0.0027378167
10.18730/JS7RX,G13934,GTM,15.31,-91.25,0,0.0043891994
10.18730/JS7QW,G13933,GTM,15.32,-91.27,0,0.0032145998
10.18730/JS7PV,G13932,GTM,14.9,-91.52,0,0.005773211
10.18730/S1TAU,G12855A,GTM,14.27,-90.04,0,0.00033916289
10.18730/JZ4Q8,G128,GTM,14.69,-90.65,0,0.009059732
10.18730/K024R,G1200,GTM,14.54,-91.7,0,0.0011616893
10.18730/JQ2ZB,G11616,GTM,15.33,-91.07,0,0.3739798
10.18730/JQ36J,G11613,GTM,14.93,-91.44,0,0.00228654
10.18730/JQ37K,G11614,GTM,15.41,-90.77,1,0.9578568
10.18730/JQ2KU,G11593,GTM,14.5,-89.89,0,0.0002250373
10.18730/JQ2N1,G11595,GTM,14.3,-90.35,0,0.0018015871
10.18730/K5230,G52475,GTM,14.57,-91.65,0,0.001942537
10.18730/K51Z~,G52467,GTM,14.42,-90.69,0,0.0009280873
10.18730/K51SV,G52583,GTM,15.1,-90.3,0,0.003612198
10.18730/K54E1,G52580,GTM,14.64,-90.68,0,0.0038938387
10.18730/K54TD,G52595,GTM,14.96,-91.21,0,0.01619126
10.18730/K55E~,G52622,GTM,14.74,-90.17,0,0.00022597067
10.18730/K559W,G52616,GTM,14.6,-89.45,0,0.00044403903
10.18730/K55D*,G52621,GTM,15.12,-89.36,0,0.0012714687
10.18730/K55Q5,G52632,GTM,16.63,-89.58,1,0.7618299
10.18730/K55M2,G52629,GTM,16.8,-89.82,1,0.8361116
10.18730/K55XB,G52640,GTM,14.78,-90.78,0,0.0010757169
10.18730/K55P4,G52631,GTM,16.68,-89.72,1,0.91331756
10.18730/K35EM,G9603,BRA,-18.55,-46.52,0,0.0024671075
10.18730/JP0TW,G9602,BRA,-21.27,-45.0,0,0.016302768
10.18730/K2ER$,G7958,BRA,-8.07,-35.01,1,0.9177706
10.18730/PNHS9,G7957,BRA,-9.6,-35.7,1,0.8850637
10.18730/JFPM~,G6976,BRA,-21.17,-43.01,0,0.003886001
10.18730/JFPHY,G6971,BRA,-11.8,-37.94,0,0.08243598
10.18730/PP04R,G6941,BRA,-21.54,-42.64,0,0.00360004
10.18730/JFPW4,G6943,BRA,-21.61,-46.88,0,0.028341852
10.18730/PP02P,G6944,BRA,-21.11,-42.94,0,0.004313299
10.18730/JFQQZ,G6901,BRA,-22.88,-47.1,1,0.5103851
10.18730/K3BW4,G6534,BRA,-4.31,-38.92,1,0.8193181
10.18730/JFXJ~,G6509,BRA,-8.75,-38.94,0,0.00054260966
10.18730/JFY2C,G6484,BRA,-8.85,-36.51,0,0.048381243
10.18730/K3C19,G6475,BRA,-7.85,-35.75,0,0.0038228524
10.18730/JFY7H,G6469,BRA,-9.17,-36.52,0,0.028257286
10.18730/JGNFN,G5319,BRA,-19.88,-44.43,0,0.0037074676
10.18730/JGPWX,G5253,BRA,-22.93,-43.22,1,0.9139367
10.18730/JGRXM,G5177,BRA,-19.93,-40.59,1,0.6521731
10.18730/JGRE5,G5179,BRA,-21.67,-45.25,0,0.015431542
10.18730/JGS3T,G5164,BRA,-20.75,-41.53,0,0.010957799
10.18730/JGS2S,G5162,BRA,-11.29,-41.86,0,0.0016200992
10.18730/JH5RR,G5160,BRA,-19.75,-47.93,0,0.014826195
10.18730/PPGCT,G5066,BRA,-19.8,-42.13,0,0.016796164
10.18730/PPGS2,G5045,BRA,-25.42,-49.38,1,0.98993534
10.18730/JGVHY,G5036,BRA,-21.0,-42.71,0,0.0034354548
10.18730/JGVEV,G5031,BRA,-20.83,-42.66,0,0.008166914
10.18730/JSBJ3,G50270,BRA,-25.93,-52.18,1,0.78079903
10.18730/JSBF0,G50267,BRA,-25.85,-52.54,0,0.22517325
10.18730/JSB6W,G50264,BRA,-25.82,-53.75,0,0.047845833
10.18730/JSBEU,G50263,BRA,-25.7,-52.91,0,0.17879175
10.18730/JGVV3,G5025,BRA,-20.75,-42.86,0,0.012270114
10.18730/JGVR0,G5022,BRA,-18.74,-44.45,0,0.003526351
10.18730/JGVP=,G5020,BRA,-20.47,-41.41,0,0.0736124
10.18730/JGVN$,G5019,BRA,-15.26,-40.25,0,0.008659183
10.18730/JP163,G4823,BRA,-23.3,-51.1,0,0.018751387
10.18730/JVNWD,G21999,BRA,-8.52,-36.43,0,0.0042087096
10.18730/JVNVC,G21998,BRA,-12.68,-39.11,1,0.67204505
10.18730/JVNC$,G21992,BRA,-9.36,-37.24,0,0.010256915
10.18730/JVNR9,G21991,BRA,-12.16,-39.73,0,0.019662116
10.18730/JVN7X,G21981,BRA,-10.96,-38.78,0,0.0043344027
10.18730/JVNH2,G21977,BRA,-10.83,-38.56,0,0.0049783424
10.18730/JVN8Y,G21973,BRA,-10.64,-38.35,0,0.003706649
10.18730/JVN9Z,G21966,BRA,-26.36,-50.34,1,0.9824133
10.18730/JVN4T,G21949,BRA,-26.76,-51.01,1,0.95867294
10.18730/JVMTG,G21946,BRA,-28.65,-49.02,1,0.9552419
10.18730/PJ4CQ,G21942,BRA,-26.11,-49.82,1,0.9916549
10.18730/JVMSF,G21945,BRA,-26.35,-49.89,1,0.99362636
10.18730/PJ4ES,G21940,BRA,-27.16,-52.89,0,0.26166993
10.18730/PJ4DR,G21941,BRA,-29.42,-53.02,1,0.8860202
10.18730/JVMF5,G21935,BRA,-26.25,-49.55,1,0.9937715
10.18730/JVMG6,G21936,BRA,-26.27,-49.54,1,0.99445045
10.18730/JVKZT,G21763,BRA,-10.68,-39.04,0,0.0020646937
10.18730/PJA7S,G21709,BRA,-23.44,-46.63,1,0.97033477
10.18730/JP10$,G21708,BRA,-17.75,-49.13,0,0.0011207744
10.18730/PJA8T,G21706,BRA,-19.41,-44.21,0,0.0046281056
10.18730/JS7DJ,G20418,BRA,-20.42,-41.96,0,0.026990242
10.18730/PETM6,G18935,BRA,-20.76,-42.9,0,0.0075050634
10.18730/JSVCW,G18702,BRA,-16.42,-48.39,0,0.0016739076
10.18730/S3E0S,G18701B,BRA,-16.61,-48.44,0,0.00069202646
10.18730/S3DZR,G18699C,BRA,-16.68,-48.8,0,0.0015680777
10.18730/JSV6P,G18700,BRA,-16.55,-48.4,0,0.0009769645
10.18730/JSVAT,G18698,BRA,-16.47,-48.83,0,0.0012286028
10.18730/JSV9S,G18697,BRA,-16.53,-48.77,0,0.0015426002
10.18730/JSV0G,G18683,BRA,-15.62,-49.85,0,0.00053134403
10.18730/JSTYE,G18681,BRA,-15.8,-49.42,0,0.0005311934
10.18730/JSTZF,G18682,BRA,-15.5,-49.82,0,0.00046228245
10.18730/JSTXD,G18680,BRA,-15.72,-49.32,0,0.0007471047
10.18730/JST9Y,G18670,BRA,-17.5,-49.13,0,0.00049507775
10.18730/JSTN5,G18671,BRA,-17.42,-49.1,0,0.00045238333
10.18730/JSTP6,G18672,BRA,-17.63,-49.22,0,0.0004895467
10.18730/JSTM4,G18679,BRA,-15.59,-49.24,0,0.00056309754
10.18730/JST8X,G18678,BRA,-15.77,-49.24,0,0.00061731506
10.18730/JSTVB,G18677,BRA,-15.57,-49.34,0,0.00063870667
10.18730/JSTTA,G18676,BRA,-15.54,-49.92,0,0.001299006
10.18730/JSTQ7,G18673,BRA,-17.73,-49.02,0,0.0008460557
10.18730/JSTR8,G18674,BRA,-17.8,-49.17,0,0.00056670984
10.18730/JST2Q,G18660,BRA,-17.3,-48.99,0,0.0004488347
10.18730/JSTE=,G18665,BRA,-17.25,-48.51,0,0.00045571322
10.18730/JSTFU,G18666,BRA,-17.42,-48.85,0,0.0006033145
10.18730/JST1P,G18669,BRA,-17.42,-49.02,0,0.0005724503
10.18730/JST7W,G18657,BRA,-14.97,-48.03,0,0.001389561
10.18730/JST6V,G18656,BRA,-17.25,-48.73,0,0.0007358904
10.18730/JST5T,G18655,BRA,-17.25,-48.27,0,0.0005760992
10.18730/JST4S,G18654,BRA,-17.32,-48.71,0,0.00073795125
10.18730/JST3R,G18653,BRA,-17.49,-48.49,0,0.0005425166
10.18730/S45FU,G18652A,BRA,-17.32,-48.56,0,0.00042691294
10.18730/JSSK8,G18651,BRA,-17.41,-48.57,0,0.00055939704
10.18730/JST0N,G18650,BRA,-17.18,-48.42,0,0.00060512737
10.18730/JSSZM,G18649,BRA,-17.0,-48.35,0,0.0008804804
10.18730/S6C10,G18640A,BRA,-16.46,-48.46,0,0.0014256318
10.18730/JSSQC,G18641,BRA,-16.64,-48.29,0,0.0015843961
10.18730/PERGC,G18642,BRA,-16.8,-48.37,0,0.0014366297
10.18730/JSSTF,G18644,BRA,-17.02,-48.23,0,0.0007635011
10.18730/JSSVG,G18645,BRA,-17.02,-48.2,0,0.0007783397
10.18730/JSSWH,G18646,BRA,-17.03,-48.0,0,0.0008405597
10.18730/JSSXJ,G18647,BRA,-17.02,-48.12,0,0.00062423496
10.18730/JSSYK,G18648,BRA,-17.15,-48.12,0,0.00056626415
10.18730/JSSM9,G18636,BRA,-15.87,-49.13,0,0.00069477444
10.18730/JSSNA,G18637,BRA,-15.87,-49.07,0,0.0013635065
10.18730/JSSPB,G18639,BRA,-16.55,-48.79,0,0.0011116666
10.18730/JSSAU,G18635,BRA,-16.2,-50.15,0,0.00053161226
10.18730/JSSD2,G18629,BRA,-15.39,-49.18,0,0.0006608857
10.18730/JSSE3,G18630,BRA,-15.67,-49.23,0,0.0006758622
10.18730/JSSF4,G18631,BRA,-15.39,-49.14,0,0.0006994758
10.18730/JSSG5,G18632,BRA,-15.82,-49.35,0,0.00054236973
10.18730/JSSH6,G18633,BRA,-15.57,-49.49,0,0.0005964931
10.18730/JSS4Y,G18626,BRA,-15.46,-49.19,0,0.0005393398
10.18730/JSSC1,G18628,BRA,-15.39,-49.23,0,0.0011798341
10.18730/JSS7~,G18623,BRA,-15.39,-49.25,0,0.0012464628
10.18730/JSS8$,G18624,BRA,-15.39,-49.27,0,0.001152694
10.18730/S178J,G18622A,BRA,-15.08,-49.23,0,0.0005505927
10.18730/JSS3X,G18617,BRA,-14.94,-49.6,0,0.0013269047
10.18730/JSRXQ,G18618,BRA,-14.53,-48.72,0,0.0023469098
10.18730/JSS5Z,G18619,BRA,-14.92,-48.87,0,0.00081244943
10.18730/JSS2W,G18616,BRA,-15.33,-49.62,0,0.00061440194
10.18730/S3DYQ,G18615A,BRA,-15.28,-49.58,0,0.0005526077
10.18730/JSS0T,G18613,BRA,-15.36,-49.68,0,0.00069893844
10.18730/JSRZS,G18612,BRA,-15.49,-49.74,0,0.0006698345
10.18730/JSRYR,G18611,BRA,-15.43,-49.74,0,0.0006906063
10.18730/JSRTM,G18607,BRA,-15.47,-49.9,0,0.0006480996
10.18730/JSR93,G18600,BRA,-15.93,-49.81,0,0.00069968315
10.18730/JSRJC,G18599,BRA,-16.15,-49.96,0,0.0007529728
10.18730/JSRE8,G18595,BRA,-16.25,-49.96,0,0.0011377578
10.18730/JSRB5,G18592,BRA,-16.53,-50.05,0,0.00055541034
10.18730/JSR82,G18589,BRA,-16.49,-49.89,0,0.0006854773
10.18730/JSR0Z,G18590,BRA,-16.36,-49.95,0,0.000648703
10.18730/JSR60,G18587,BRA,-16.61,-50.08,0,0.00073644327
10.18730/JSQQP,G18581,BRA,-16.58,-50.26,0,0.0013122507
10.18730/JSR2~,G18583,BRA,-16.64,-50.12,0,0.0011035117
10.18730/JSR3$,G18584,BRA,-16.55,-50.22,0,0.0014520993
10.18730/JSR4=,G18585,BRA,-16.62,-50.2,0,0.00056779495
10.18730/JSR5U,G18586,BRA,-16.56,-50.17,0,0.0009993874
10.18730/JSQWV,G18577,BRA,-16.3,-50.17,0,0.0006226615
10.18730/JSQXW,G18578,BRA,-16.24,-50.27,0,0.000513137
10.18730/JSQSR,G18574,BRA,-16.17,-50.13,0,0.0006251462
10.18730/JSQTS,G18575,BRA,-16.22,-50.22,0,0.0007534049
10.18730/JSQVT,G18576,BRA,-16.15,-50.3,0,0.0009281651
10.18730/JSQRQ,G18573,BRA,-16.08,-50.17,0,0.0011692925
10.18730/JSQMK,G18569,BRA,-16.13,-50.17,0,0.0010926157
10.18730/JSQNM,G18570,BRA,-16.27,-50.13,0,0.0007166649
10.18730/JSQPN,G18571,BRA,-16.23,-50.12,0,0.0005660993
10.18730/JSQGF,G18572,BRA,-16.15,-50.05,0,0.0006332129
10.18730/JSQKJ,G18568,BRA,-16.35,-49.5,0,0.0007156224
10.18730/JSQJH,G18567,BRA,-16.15,-50.23,0,0.00060033984
10.18730/PERA6,G18566,BRA,-16.2,-49.53,0,0.0006655431
10.18730/JSQ87,G18564,BRA,-16.35,-49.58,0,0.0007636866
10.18730/JSQHG,G18565,BRA,-16.2,-50.08,0,0.0006511376
10.18730/JSQDC,G18560,BRA,-16.23,-49.5,0,0.0007305086
10.18730/JSQED,G18561,BRA,-16.27,-49.62,0,0.00076551625
10.18730/JSQFE,G18563,BRA,-16.1,-50.23,0,0.0006367508
10.18730/JSQBA,G18558,BRA,-16.23,-49.62,0,0.0010853409
10.18730/JSQ98,G18556,BRA,-16.27,-49.57,0,0.0007578759
10.18730/JSQA9,G18557,BRA,-16.28,-49.47,0,0.00078924943
10.18730/JSQ32,G18550,BRA,-16.42,-49.45,0,0.00090860703
10.18730/JSPZ=,G18555,BRA,-16.22,-49.4,0,0.0006865027
10.18730/JSQ65,G18553,BRA,-16.28,-49.5,0,0.00083642895
10.18730/JSQ76,G18554,BRA,-16.27,-49.43,0,0.00078089564
10.18730/JSQ54,G18552,BRA,-16.37,-49.47,0,0.00080873526
10.18730/JSQ43,G18551,BRA,-16.23,-49.57,0,0.00073723047
10.18730/JSQ0U,G18546,BRA,-16.57,-49.56,0,0.00064569357
10.18730/JSPVZ,G18541,BRA,-16.45,-49.57,0,0.00056412787
10.18730/JSPW*,G18542,BRA,-16.46,-49.49,0,0.00062747684
10.18730/JH5PP,G14500,BRA,-8.65,-72.82,0,0.006367223
10.18730/JZX2A,G960,CRI,9.87,-83.92,0,0.018056689
10.18730/JZWCS,G955,CRI,10.43,-85.1,0,0.0007122067
10.18730/JZWX5,G954,CRI,9.81,-84.16,1,0.83716094
10.18730/K2ATK,G7764,CRI,10.03,-84.22,0,0.024937013
10.18730/JG0MM,G6357,CRI,9.9,-83.69,0,0.008761197
10.18730/JG20V,G6293,CRI,9.34,-83.73,0,0.008755468
10.18730/K47B*,G51679,CRI,9.9,-83.94,0,0.14780056
10.18730/K475T,G51672,CRI,9.73,-84.08,0,0.015079695
10.18730/K476V,G51673,CRI,9.8,-84.13,0,0.042953975
10.18730/K471P,G51667,CRI,9.65,-83.95,1,0.75840265
10.18730/K472Q,G51668,CRI,9.85,-84.03,0,0.042440217
10.18730/K473R,G51669,CRI,9.73,-84.02,0,0.03414793
10.18730/S4JHA,G51660A,CRI,9.82,-84.08,0,0.04134728
10.18730/K46YK,G51659,CRI,9.82,-84.1,0,0.092304304
10.18730/K46XJ,G51658,CRI,9.9,-83.98,0,0.044139843
10.18730/S3VDA,G51656A,CRI,9.85,-84.07,0,0.053888615
10.18730/K46WH,G51657,CRI,9.9,-84.17,0,0.05207538
10.18730/K46TF,G51654,CRI,10.12,-84.23,1,0.83061403
10.18730/K46SE,G51651,CRI,10.17,-84.38,1,0.88015497
10.18730/S61R4,G50898C,CRI,9.82,-84.05,0,0.090707794
10.18730/JYTPM,G50896,CRI,10.1,-84.17,1,0.9392051
10.18730/JTN30,G50561,CRI,10.26,-84.95,0,0.00034012715
10.18730/JTNMH,G50562,CRI,11.18,-85.6,0,0.002824162
10.18730/JTMZ~,G50560,CRI,10.31,-84.93,0,0.0024599887
10.18730/JTMY*,G50559,CRI,10.19,-85.49,0,0.00033115075
10.18730/JTMEG,G50556,CRI,10.28,-85.53,0,0.0008069625
10.18730/JTMJM,G50557,CRI,10.52,-85.59,0,0.00043838038
10.18730/JTNA7,G50558,CRI,10.12,-85.52,0,0.00035417205
10.18730/JTKV$,G50553,CRI,10.08,-85.49,0,0.0007470897
10.18730/JTM02,G50554,CRI,10.55,-85.7,0,0.00062684
10.18730/JTKKT,G50551,CRI,10.48,-85.03,0,0.0005319742
10.18730/JTKQY,G50552,CRI,10.3,-84.78,1,0.9328801
10.18730/JTM8A,G50150,CRI,10.19,-85.37,0,0.00030782964
10.18730/JTMQS,G50154,CRI,10.75,-85.47,0,0.00023057574
10.18730/JTKRZ,G50147,CRI,10.29,-85.57,0,0.0004120904
10.18730/JTMCE,G50148,CRI,10.16,-85.55,0,0.00049947645
10.18730/K2708,G4154,CRI,9.17,-83.57,0,0.0050072875
10.18730/K27EP,G4134,CRI,9.92,-83.56,0,0.008583241
10.18730/K2803,G4108,CRI,10.81,-85.77,0,0.0010453893
10.18730/JY7G=,G4083,CRI,9.82,-83.42,1,0.6715899
10.18730/S4EGX,G24144A,CRI,9.59,-83.02,0,0.020136172
10.18730/JXTTU,G24145,CRI,8.88,-82.81,1,0.936902
10.18730/JTNFC,G23916,CRI,11.11,-85.42,0,0.0039168266
10.18730/JTNHE,G23908,CRI,10.31,-84.91,0,0.003753149
10.18730/JTN0$,G23906,CRI,10.28,-84.95,0,0.0009190163
10.18730/JTMSV,G23903,CRI,10.24,-85.7,0,0.00047046284
10.18730/JTMPR,G23901,CRI,10.03,-85.26,0,0.00053247006
10.18730/JTMFH,G23897,CRI,10.51,-85.57,0,0.00040007968
10.18730/JTM79,G23892,CRI,10.03,-85.42,0,0.0014888303
