DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE
10.18730/S6PC=,G51000A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/S31MU,G50999G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/PFYMB,G51000,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/JZGA9,G510,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ANKARA - ANKARA,40.0,32.93,,19700901.0
10.18730/S1JWM,G50999F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.6,-75.83,1500.0,19950112.0
10.18730/S4GEH,G50999E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S2AH0,G50999D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.6,-75.83,1500.0,19950112.0
10.18730/S4GFJ,G50999C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.6,-75.83,1500.0,19950112.0
10.18730/S3S3A,G50999A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S583$,G50999B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/PFYKA,G50999,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S6P9*,G50998H,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S582~,G50998I,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S5ZF5,G50998G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S581*,G50998F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S31K=,G50998E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S31J$,G50998D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.6,-75.83,1500.0,19950112.0
10.18730/PFYJ9,G50998,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S5ZE4,G50998B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.6,-75.83,1500.0,19950112.0
10.18730/S580Z,G50998A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S6P8Z,G50997B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S3S29,G50997A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/PFYH8,G50997,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S3S18,G50996A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S4GDG,G50996B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S1JSH,G50995B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/PFYG7,G50996,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S6P7Y,G50995A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/PFYF6,G50995,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S31H~,G50992D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S5ZC2,G50992B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S57ZY,G50992C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/JYKQK,G50994,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/JYKHD,G50993,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S6P6X,G50992A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/JYJKM,G50991,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/PFYE5,G50992,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,PROCEDENTE DE VEREDAS DEL MUNICIPIO DE JARDÍN - ANDES - ANTIOQUIA,5.61,-75.84,1500.0,19950112.0
10.18730/S1JPE,G50990J,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S5Z9U,G50990I,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S5ZB1,G50990G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S1JQF,G50990H,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S1JRG,G50990F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S4G9C,G50990D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S31G*,G50990E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S57XW,G50990B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S57WV,G50990C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S3RY5,G50990A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/PFYD4,G50990,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.77,-77.39,1660.0,19940815.0
10.18730/S56TY,G50988J,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.93,-73.48,1760.0,19930123.0
10.18730/S3QQ3,G50988K,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.93,-73.48,1760.0,19930123.0
10.18730/JYEP6,G50989,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.94,-73.49,1760.0,19930123.0
10.18730/S3QP2,G50988G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.94,-73.49,1760.0,19930123.0
10.18730/S5XXX,G50988H,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.94,-73.49,1760.0,19930123.0
10.18730/S56RW,G50988E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.93,-73.48,1760.0,19930123.0
10.18730/S29E2,G50988F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.93,-73.48,1760.0,19930123.0
10.18730/S56SX,G50988B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.93,-73.48,1760.0,19930123.0
10.18730/S1HMH,G50988C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.93,-73.48,1760.0,19930123.0
10.18730/S56PT,G50988D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.93,-73.48,1760.0,19930123.0
10.18730/PFYC3,G50988,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.94,-73.49,1760.0,19930123.0
10.18730/S1HNJ,G50988A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"6 KM S GUAYATA, VEREDA FONSAQUE ARRIBA - GUAYATA - BOYACA",4.93,-73.48,1760.0,19930123.0
10.18730/S3QDY,G50987R,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S56HN,G50987S,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S5XNN,G50987Q,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S4F9H,G50987P,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S308X,G50987O,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S306V,G50987M,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S6N4*,G50987N,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.98,-73.48,1320.0,19930123.0
10.18730/S307W,G50987K,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.98,-73.48,1320.0,19930123.0
10.18730/S56KQ,G50987L,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.98,-73.48,1320.0,19930123.0
10.18730/S29C0,G50987J,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S1HHE,G50987E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.98,-73.48,1320.0,19930123.0
10.18730/S4F6E,G50987I,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S5XQQ,G50987H,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S6N6$,G50987G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.98,-73.48,1320.0,19930123.0
10.18730/S1HGD,G50987F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S3QCX,G50987D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/PFYB2,G50987,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S3QEZ,G50987A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S6N5~,G50987C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/S3QBW,G50987B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"8 KM SW GUATEQUE VÍA GUAYATA, VEREDA TINGACHOQUE - GUATEQUE - BOYACA",4.99,-73.49,1320.0,19930123.0
10.18730/PHGCC,G50984,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19910401,PER,SANTIAGO DE CHUCO - SANTIAGO DE CHUCO - LA LIBERTAD,-8.16,-78.19,,19910401.0
10.18730/JY96F,G50985,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930201,MEX,"OCOSINGO, TONINA - OCOSINGO - CHIAPAS",16.9,-92.0,890.0,19930201.0
10.18730/JY9DP,G50986,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930201,MEX,"OCOSINGO, RANCHO LA ESPERANZA - OCOSINGO - CHIAPAS",16.9,-92.05,920.0,19930201.0
10.18730/S2ZSE,G50983H,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.58,-73.9,1870.0,19920210.0
10.18730/S4EQU,G50983G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.58,-73.9,1870.0,19920210.0
10.18730/S2ZTF,G50983F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.58,-73.9,1870.0,19920210.0
10.18730/S567B,G50983E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.58,-73.9,1870.0,19920210.0
10.18730/S5X11,G50983C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.57,-73.9,1870.0,19920210.0
10.18730/S1GPR,G50983D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.58,-73.9,1870.0,19920210.0
10.18730/S2ZVG,G50983A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.58,-73.9,1870.0,19920210.0
10.18730/S5X22,G50983B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.58,-73.9,1870.0,19920210.0
10.18730/PFYA1,G50981,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,ILES - NARIÑO,0.98,-77.52,2600.0,19890601.0
10.18730/S3PN6,G50981A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,ILES - NARIÑO,0.98,-77.52,2600.0,19890601.0
10.18730/JY3RT,G50982,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,PASTO - NARIÑO,1.18,-77.26,2400.0,19890601.0
10.18730/PG56U,G50983,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"7.5 KM NE CHOACHÍ, MAZA - CHOACHI - CUNDINAMARCA",4.58,-73.9,1870.0,19920210.0
10.18730/PFY90,G50980,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,SANDONA - NARIÑO,1.28,-77.47,2000.0,19890601.0
10.18730/S2Z9=,G50980A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,SANDONA - NARIÑO,1.28,-77.47,2000.0,19890601.0
10.18730/JY38A,G50979,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,IMUES - NARIÑO,1.05,-77.5,2430.0,19890601.0
10.18730/S4EHY,G50975A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,BUESACO - NARIÑO,1.38,-77.16,2380.0,19890601.0
10.18730/S3PK4,G50975B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,BUESACO - NARIÑO,1.38,-77.16,2380.0,19890601.0
10.18730/PFY8U,G50976,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,LA UNION - NARIÑO,1.6,-77.14,1750.0,19890601.0
10.18730/S28PF,G50976A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,LA UNION - NARIÑO,1.6,-77.14,1750.0,19890601.0
10.18730/JY368,G50977,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,BUESACO - NARIÑO,1.38,-77.16,2400.0,19890601.0
10.18730/JY3EG,G50978,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,BUESACO - NARIÑO,1.38,-77.16,2400.0,19890601.0
10.18730/PFY7=,G50975,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,BUESACO - NARIÑO,1.38,-77.16,2380.0,19890601.0
10.18730/JY2XU,G50974,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,BUESACO - NARIÑO,1.38,-77.16,2400.0,19890601.0
10.18730/JXTZ4,G50970,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,QUIPRAN - HUAMALIES - HUANUCO,-9.49,-76.77,3310.0,19890501.0
10.18730/JXV16,G50971,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,CHAVIN DE PARIARCA - HUAMALIES - HUANUCO,-9.42,-76.77,2300.0,19890501.0
10.18730/JXV05,G50969,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,ANDAS - HUAMALIES - HUANUCO,-9.52,-76.77,3290.0,19890501.0
10.18730/JXTY3,G50967,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,QUEPATUPE - AMBO - HUANUCO,-10.2,-76.32,2600.0,19890501.0
10.18730/PHGFF,G50968,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,YANAHUANCA - DANIEL CARRION - PASCO,-10.49,-76.53,3300.0,19890501.0
10.18730/JXTR$,G50966,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,SAN MARCOS - HUANUCO - HUANUCO,-9.86,-76.08,2200.0,19890501.0
10.18730/PHGGG,G50964,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,MAYOBAMBA - HUANUCO - HUANUCO,-9.74,-76.12,2210.0,19890501.0
10.18730/JXTX2,G50965,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,SAN MARCOS - HUANUCO - HUANUCO,-9.86,-76.08,2200.0,19890501.0
10.18730/PHGHH,G50962,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,POMACOCHA - BONGARA - AMAZONAS,-5.82,-77.97,1980.0,19890501.0
10.18730/JXTCP,G50963,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,HUANCAPAMPA - HUANUCO - HUANUCO,-9.78,-76.0,2500.0,19890501.0
10.18730/S2YGA,G50961E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,QUIO - SANTA CRUZ - CAJAMARCA,-6.64,-78.94,2300.0,19890501.0
10.18730/S6KNP,G50961B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,QUIO - SANTA CRUZ - CAJAMARCA,-6.64,-78.94,2300.0,19890501.0
10.18730/S6KKM,G50961D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19890501,PER,QUIO - SANTA CRUZ - CAJAMARCA,-6.63,-78.93,2300.0,19890501.0
10.18730/S1FCK,G50961C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890501,PER,QUIO - SANTA CRUZ - CAJAMARCA,-6.64,-78.94,2300.0,19890501.0
