DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE
10.18730/S1KTD,G51034N,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S2B5M,G51034O,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S2B6N,G51034L,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.92,-75.48,2190.0,19950112.0
10.18730/S32SU,G51034M,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S6Q8T,G51034K,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S58ZS,G51034J,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S3T13,G51034G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S58YR,G51034H,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S32T0,G51034I,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S1KRB,G51034F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S32W2,G51034E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S4HCA,G51034C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S2B7P,G51034D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S4HEC,G51034A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/S4HDB,G51034B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/K3NNN,G51033,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/PFYYN,G51034,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW LA CEJA, CORREGIMIENTO SAN JOSÉ - LA CEJA - ANTIOQUIA",5.97,-75.49,2190.0,19950112.0
10.18730/JYPDZ,G51032,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"7 KM E CARMEN DE VIBORAL, VEREDA LA CHAPA - CARMEN DE VIBORAL - ANTIOQUIA",6.05,-75.3,2200.0,19950112.0
10.18730/S6Q7S,G51030D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"7 KM E CARMEN DE VIBORAL, VEREDA LA CHAPA - CARMEN DE VIBORAL - ANTIOQUIA",6.05,-75.3,2200.0,19950112.0
10.18730/JYPP3,G51031,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"7 KM E CARMEN DE VIBORAL, VEREDA LA CHAPA - CARMEN DE VIBORAL - ANTIOQUIA",6.05,-75.3,2200.0,19950112.0
10.18730/S32Q$,G51030C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,"7 KM E CARMEN DE VIBORAL, VEREDA LA CHAPA - CARMEN DE VIBORAL - ANTIOQUIA",6.0,-75.28,2200.0,19950112.0
10.18730/S3T02,G51030A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"7 KM E CARMEN DE VIBORAL, VEREDA LA CHAPA - CARMEN DE VIBORAL - ANTIOQUIA",6.05,-75.3,2200.0,19950112.0
10.18730/S32R=,G51030B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"7 KM E CARMEN DE VIBORAL, VEREDA LA CHAPA - CARMEN DE VIBORAL - ANTIOQUIA",6.05,-75.3,2200.0,19950112.0
10.18730/PFYXM,G51030,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"7 KM E CARMEN DE VIBORAL, VEREDA LA CHAPA - CARMEN DE VIBORAL - ANTIOQUIA",6.05,-75.3,2200.0,19950112.0
10.18730/JYPK0,G51028,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"15 KM SW SONSÓN, VEREDA ALTO DE SABANA - SONSON - ANTIOQUIA",5.72,-75.38,2200.0,19950112.0
10.18730/JYPM1,G51029,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"24 KM SW SONSÓN, CORREGIMIENTO ALTO DE SABANA, VEREDA LA LOMA - SONSON - ANTIOQUIA",5.72,-75.42,1620.0,19950112.0
10.18730/S32KY,G51027Z,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/S1KK6,G51027Z1,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S2B3J,G51027X,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/S608Y,G51027Y,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/S58SK,G51027V2,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S1KH4,G51027W,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S4H97,G51027V3,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S1KN8,G51027T,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/S1KM7,G51027U,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S6Q2M,G51027V,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S1KJ5,G51027V1,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S60D=,G51027S,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S60C$,G51027R1,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S60EU,G51027Q,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/S32MZ,G51027R,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S1KP9,G51027N,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S6Q3N,G51027O,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S60F0,G51027P,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S2B4K,G51027L,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S3SZ1,G51027M,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S58TM,G51027J,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/S60G1,G51027K,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S60A*,G51027H,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/S6Q4P,G51027I,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S32P~,G51027G,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S32JX,G51027D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S58VN,G51027E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/S4HB9,G51027F,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S6Q6R,G51027C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S58WP,G51027B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/PFYWK,G51027,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.76,-75.29,2200.0,19950112.0
10.18730/S6Q5Q,G51027A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19950112,COL,"29 KM S MESOPOTAMIA VÍA SONSÓN, VEREDA TASAJO - SONSON - ANTIOQUIA",5.72,-75.28,2200.0,19950112.0
10.18730/JYNP8,G51024,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"10 KM SE LA UNIÓN VÍA MESOPOTAMIA, VEREDA PIEDRAS - LA UNION - ANTIOQUIA",5.94,-75.33,2350.0,19950112.0
10.18730/JYNQ9,G51025,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"10 KM SE LA UNIÓN VÍA MESOPOTAMIA, VEREDA PIEDRAS - LA UNION - ANTIOQUIA",5.94,-75.33,2350.0,19950112.0
10.18730/PFYVJ,G51026,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"30 KM SW ABEJORRAL, PANTANILLO, VEREDA CHAGUALAL VIA CANAVERAL - ABEJORRAL - ANTIOQUIA",5.73,-75.47,1800.0,19950112.0
10.18730/S1KG3,G51026A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"30 KM SW ABEJORRAL, PANTANILLO, VEREDA CHAGUALAL VIA CANAVERAL - ABEJORRAL - ANTIOQUIA",5.73,-75.47,1800.0,19950112.0
10.18730/JYNJ4,G51022,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED DEL PLAYÓN - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/JYNK5,G51023,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED DEL PLAYÓN - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S32GV,G51021D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED DEL PLAYÓN - LIBORINA - ANTIOQUIA",6.78,-75.75,1930.0,19950112.0
10.18730/S3SW=,G51021E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED DEL PLAYÓN - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S3SV$,G51021C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED DEL PLAYÓN - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S4H86,G51021B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED DEL PLAYÓN - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/PFYTH,G51021,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED DEL PLAYÓN - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S3ST~,G51021A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED DEL PLAYÓN - LIBORINA - ANTIOQUIA",6.78,-75.75,1930.0,19950112.0
10.18730/JYN7Y,G51020,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"2 KM N LA MERCED, CORREGIMIENTO LA MERCED, FINCA EL PLEITO - LIBORINA - ANTIOQUIA",6.77,-75.75,1970.0,19950112.0
10.18730/JYN2S,G51017,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/JYN3T,G51018,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/JYN6X,G51019,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"2 KM N LA MERCED, CORREGIMIENTO LA MERCED, FINCA EL PLEITO - LIBORINA - ANTIOQUIA",6.77,-75.75,1970.0,19950112.0
10.18730/S5ZRE,G51016E,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S5ZSF,G51016D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S2AS8,G51016C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/PFYSG,G51016,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S5ZTG,G51016A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S320B,G51016B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/JYMYN,G51014,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/JYN0Q,G51015,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S4GPS,G51011A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"27 KM SW ANTIOQUIA VEREDA NURQUI VÍA GUASABRA, LAS PARTIDAS - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.5,-75.94,2060.0,19950112.0
10.18730/JYMZP,G51012,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/PFYRF,G51013,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/S4GRV,G51013A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"17 KM NE LIBORINA, CORREGIMIENTO LA MERCED, QUEBRADA JUAN GARCÍA - LIBORINA - ANTIOQUIA",6.76,-75.75,1930.0,19950112.0
10.18730/PFYQE,G51011,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"27 KM SW ANTIOQUIA VEREDA NURQUI VÍA GUASABRA, LAS PARTIDAS - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.5,-75.94,2060.0,19950112.0
10.18730/S5ZQD,G51010D,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"27 KM SW ANTIOQUIA VEREDA NURQUI VÍA GUASABRA, LAS PARTIDAS - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.5,-75.94,2060.0,19950112.0
10.18730/S5ZPC,G51010C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"27 KM SW ANTIOQUIA VEREDA NURQUI VÍA GUASABRA, LAS PARTIDAS - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.5,-75.94,2060.0,19950112.0
10.18730/S5882,G51010A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"27 KM SW ANTIOQUIA VEREDA NURQUI VÍA GUASABRA, LAS PARTIDAS - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.5,-75.94,2060.0,19950112.0
10.18730/S3SDM,G51010B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"27 KM SW ANTIOQUIA VEREDA NURQUI VÍA GUASABRA, LAS PARTIDAS - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.5,-75.94,2060.0,19950112.0
10.18730/PFYPD,G51010,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"27 KM SW ANTIOQUIA VEREDA NURQUI VÍA GUASABRA, LAS PARTIDAS - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.5,-75.94,2060.0,19950112.0
10.18730/JYMKA,G51008,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"18 KM SW SANTA FE DE ANTIOQUIA VÍA A GUASABRA, VEREDA CHAPARRAL - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.54,-75.9,1600.0,19950112.0
10.18730/JYMSG,G51009,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"27 KM SW ANTIOQUIA VEREDA NURQUI VÍA GUASABRA, LAS PARTIDAS - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.5,-75.94,2060.0,19950112.0
10.18730/JYMG7,G51007,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"18 KM SW SANTA FE DE ANTIOQUIA VÍA A GUASABRA, VEREDA CHAPARRAL - SANTA FE DE ANTIOQUIA - ANTIOQUIA",6.54,-75.9,1600.0,19950112.0
10.18730/JYMB2,G51006,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/S1JXN,G51003B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/JYM7=,G51004,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/JYM90,G51005,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/S6PDU,G51003A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/JYM4*,G51001,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/JYM5~,G51002,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/PFYNC,G51003,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/S6PB$,G51000B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
10.18730/S31N0,G51000C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19950112,COL,"12 KM NNW HELICONIA VÍA EBEJICO, LLANOS DE SAN JOSÉ - HELICONIA - ANTIOQUIA",6.25,-75.74,1780.0,19950112.0
