DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,COLLSRC
10.18730/JFWM3,G6674,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740301,TUR,"TECHNICAL SCHOOL, BAHCEVANIK - BAHCEVANIK - ERZURUM",40.39,41.07,,19740301.0,40.0
10.18730/JFWH0,G6671,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740301,TUR,EZINE - CANAKKALE,39.8,26.34,,19740301.0,40.0
10.18730/JFWK2,G6673,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740301,TUR,"FROM THE CANE EXPERIMENTAL STATION, SEYHAN - SEYHAN - ADANA",37.0,35.3,,19740301.0,40.0
10.18730/JZM9S,G644,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,GEMLIK - BURSA,40.44,29.17,,19700901.0,40.0
10.18730/JZM6P,G641,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,POLATLI - ANKARA,39.6,32.15,,19700901.0,40.0
10.18730/JZMFZ,G640,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,UMURBEY - CANAKKALE,40.24,26.6,,19700901.0,40.0
10.18730/JZM0G,G635,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,DIHOK - SIIRT,37.93,41.95,,19700901.0,40.0
10.18730/JZKZF,G634,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ERZURUM - ERZURUM,39.94,41.25,,19700901.0,40.0
10.18730/JZKQ7,G626,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,AYVALIK - BALIKESIR,39.31,26.69,,19700901.0,40.0
10.18730/JZKP6,G625,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BALTACI CIFTIGI - ISTANBUL,40.65,29.25,,19700901.0,40.0
10.18730/JZKN5,G624,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KAGIZMAN - KARS,40.12,43.14,,19700901.0,40.0
10.18730/JZKM4,G623,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SAHINDERE MAHALLESI - KARS,40.14,43.1,,19700901.0,40.0
10.18730/JZKK3,G622,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ENGIZ - SAMSUN,41.48,36.11,,19700901.0,40.0
10.18730/JZKVB,G621,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KULLAR - KOCAELI,40.71,29.99,,19700901.0,40.0
10.18730/JZKJ2,G611,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MUSTAFA KEMALPASA - BURSA,40.05,28.38,,19700901.0,40.0
10.18730/JZK7W,G609,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,HAYRABOLU - TEKIDAG,41.2,27.11,,19700901.0,40.0
10.18730/JZK6V,G608,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,UZUNKOPRU - EDIRNE,41.27,26.71,,19700901.0,40.0
10.18730/JZK5T,G607,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SELDEGIAMEN - GIRESUN,40.25,38.42,,19700901.0,40.0
10.18730/JZK4S,G606,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CANKIRI - CANKIRI,40.61,33.62,,19700901.0,40.0
10.18730/K3XVR,G603A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,DEMERCI OREN - KUTAHYA,39.44,29.86,,19700901.0,40.0
10.18730/JZK2Q,G604,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CIFTLIGI HARASI - ESKISEHIR,39.77,30.53,,19700901.0,40.0
10.18730/JZK0N,G602,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,GUVECCI - KUTAHYA,39.45,29.91,,19700901.0,40.0
10.18730/JZJYK,G596,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,URGUP - KAYSERI,38.62,34.92,,19700901.0,40.0
10.18730/JZJXJ,G595,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,PIYANIS - PIYANIS - HAKKARI,37.59,43.57,,19700901.0,40.0
10.18730/JZJWH,G594,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CUKURCA - HAKKARI,37.25,43.62,,19700901.0,40.0
10.18730/JZJVG,G593,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MASTIKALE - SAMSUN,41.28,36.33,,19700901.0,40.0
10.18730/JZJTF,G592,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MERZIFON - AMASYA,40.89,35.49,,19700901.0,40.0
10.18730/JZJZM,G591,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,UGAZ - KASTAMONU,41.37,33.78,,19700901.0,40.0
10.18730/JZJM9,G585,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KONYA - KONYA,37.86,32.56,,19700901.0,40.0
10.18730/JZJB0,G576,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,AYVACIK - CANAKKALE,41.0,36.65,,19700901.0,40.0
10.18730/JZJAU,G575,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BAFRA - SAMSUN,41.57,35.94,,19700901.0,40.0
10.18730/JZJ9=,G574,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,UZUNGAZI - SAMSUN,41.17,36.95,,19700901.0,40.0
10.18730/JZJ8$,G573,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CAY MAHALLESI - SAMSUN,41.2,36.98,,19700901.0,40.0
10.18730/JZJ7~,G572,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KALECIK - ANKARA,40.11,33.42,,19700901.0,40.0
10.18730/JZJG5,G571,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ALPAGUT - ESKISEHIR,40.02,30.5,,19700901.0,40.0
10.18730/JZJ6*,G570,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KUTAHYA - KUTAHYA,39.44,29.99,,19700901.0,40.0
10.18730/JZHPG,G554,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MADEN - NIDGE,37.45,34.62,,19700901.0,40.0
10.18730/JZHNF,G553,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,TEPEKOY - NIDGE,37.62,34.37,,19700901.0,40.0
10.18730/JGJJ2,G5522,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,TUR,AYAS - ANKARA,40.02,32.35,,19730301.0,40.0
10.18730/JGJK3,G5523,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,TUR,BOSPORUS - BOSPORUS - ISTANBUL,41.0,29.0,,19730301.0,40.0
10.18730/JZHHB,G549,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SIVAS - SIVAS,39.75,37.06,,19700901.0,40.0
10.18730/JZHD7,G545,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SUSEHRI - SIVAS,40.18,38.1,,19700901.0,40.0
10.18730/JZHC6,G544,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ASAPALANGA - ERZINCAN,39.72,39.49,,19700901.0,40.0
10.18730/K3GPA,G540A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,PERTEK - TUNCELI,38.87,39.33,1260.0,19700901.0,40.0
10.18730/JZH71,G539,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ESKISEHIR - ESKISEHIR,39.74,30.49,,19700901.0,40.0
10.18730/JZH5U,G537,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KAYSERI - KAYSERI,38.78,35.55,,19700901.0,40.0
10.18730/JZGYX,G530,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KIRSEHIR - KIRSEHIR,39.15,34.17,,19700901.0,40.0
10.18730/JZGWV,G528,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ISMAIL - CORUM,40.55,34.97,,19700901.0,40.0
10.18730/JZGSR,G525,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SALIHLI - MANISA,38.5,28.16,,19700901.0,40.0
10.18730/JZGRQ,G524,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,URFA - URFA,39.13,38.77,,19700901.0,40.0
10.18730/JZGQP,G523,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BIGA - CANAKKALE,40.25,27.25,,19700901.0,40.0
10.18730/JZGNM,G521,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ARAC - KASTAMONU,41.23,33.33,,19700901.0,40.0
10.18730/JZGKJ,G519,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,TOSYA - KASTAMONU,41.0,34.03,,19700901.0,40.0
10.18730/JZGGF,G516,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MANYAS - BALIKESIR,40.06,27.97,,19700901.0,40.0
10.18730/JZGED,G514,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,AKCACAM - SINOP,41.9,35.0,,19700901.0,40.0
10.18730/JZGDC,G513,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SAZLI - SINOP,41.72,34.87,,19700901.0,40.0
10.18730/JZGPN,G512,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KARAMURSEL - KOCAELI,40.68,29.6,,19700901.0,40.0
10.18730/JZEVU,G462,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ELAZIG - ELAZIG,38.69,39.24,,19700901.0,40.0
10.18730/JZER~,G459,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MALATYA - MALATYA,38.38,38.32,,19700901.0,40.0
10.18730/JZEQ*,G458,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,GAZIANTEP - GAZIANTEP,37.11,37.37,,19700901.0,40.0
10.18730/JZEW0,G453,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MARDIN - MARDIN,37.32,40.74,,19700901.0,40.0
10.18730/JZEHT,G452,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,DIYARBAKIR - DIYARBAKIR,37.93,40.25,,19700901.0,40.0
10.18730/JZEFR,G450,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ERCIS - VAN,39.05,43.37,,19700901.0,40.0
10.18730/JZEBM,G446,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,AKSARAY - NIDGE,38.38,34.05,,19700901.0,40.0
10.18730/JZE6F,G441,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,GOVERNOR'S HAKARI - HAKKARI - HAKKARI,37.56,43.74,,19700901.0,40.0
10.18730/JZE4D,G438,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,AKSARAY MAKALLESI - ELAZIG,38.65,39.21,,19700901.0,40.0
10.18730/JZDY7,G432,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,GERMUS - URFA,37.13,38.77,,19700901.0,40.0
10.18730/JZDN=,G423,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,VAN - VAN,38.55,43.37,,19700901.0,40.0
10.18730/JZDM$,G422,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,GARDENER IN YUSUFELI - YUSUFELI - ARTVIN,40.82,41.55,,19700901.0,40.0
10.18730/JZDJ*,G420,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,IGDIR - KARS,40.43,42.91,,19700901.0,40.0
10.18730/JZDHZ,G419,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ARTVIN - CORUH,41.19,41.83,,19700901.0,40.0
10.18730/JZDFX,G417,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ARHAVI - CORUH,41.35,41.32,,19700901.0,40.0
10.18730/JZDCT,G414,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,POSOF - KARS,41.51,42.75,,19700901.0,40.0
10.18730/JZDBS,G413,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CILAVUZ - KARS,40.5,42.75,,19700901.0,40.0
10.18730/JZCT8,G392,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KISANTA - GUMUSHANE,40.13,39.75,,19700901.0,40.0
10.18730/JZD0E,G390,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,AKCAABAT - TRABZON,41.02,39.56,,19700901.0,40.0
10.18730/JZCBY,G377,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,RIZE - RIZE,41.01,40.52,,19700901.0,40.0
10.18730/JZCE~,G370,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,PELITILI YATAK - ORDU,35.93,36.02,,19700901.0,40.0
10.18730/JZC3P,G369,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,UGURLU - UNYE - ORDU,41.0,37.13,,19700901.0,40.0
10.18730/JZC1M,G367,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,TOKAT - TOKAT,40.6,36.97,,19700901.0,40.0
10.18730/JZC4Q,G360,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,TOKAT - TOKAT,40.36,36.58,,19700901.0,40.0
10.18730/JZBQA,G357,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,AMASYA - AMASYA,40.65,35.85,,19700901.0,40.0
10.18730/JZBP9,G356,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BELDAG - AMASYA,40.63,36.14,,19700901.0,40.0
10.18730/JZBCU,G345,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BARTIN - BARTIN,41.64,32.35,,19700901.0,40.0
10.18730/JZBB=,G344,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ADAPAZARI TOHUM ISLAH IS - KOCAELI,37.32,30.73,,19700901.0,40.0
10.18730/JZBG3,G341,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ISTANBUL - ISTANBUL,41.13,28.99,,19700901.0,40.0
10.18730/JZB8*,G340,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BURSA - BURSA,40.18,29.07,,19700901.0,40.0
10.18730/JZB6Y,G338,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,TUZAKLI - BURSA,40.18,29.0,,19700901.0,40.0
10.18730/JZB2T,G334,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KARA ISLAH - BURSA,40.02,29.13,,19700901.0,40.0
10.18730/JZAQF,G322,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BANDIRMA - BALIKESIR,40.34,27.97,,19700901.0,40.0
10.18730/JZAZQ,G321,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KOCAGOL - BALIKESIR,40.15,27.85,,19700901.0,40.0
10.18730/JZAH9,G314,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,YARISALAN - BALIKESIR,39.93,27.79,,19700901.0,40.0
10.18730/JZAG8,G313,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BALIKESIR - BALIKESIR,39.66,27.88,,19700901.0,40.0
10.18730/JZAPE,G311,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,IZMIR - IZMIR,38.41,27.22,,19700901.0,40.0
10.18730/JZAA2,G307,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,YENICE - CANAKKALE,39.92,27.27,,19700901.0,40.0
10.18730/JZA80,G305,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CAN - CANAKKALE,40.03,27.05,,19700901.0,40.0
10.18730/JZA7U,G304,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BAYRAMIC - CANAKKALE,39.8,26.62,,19700901.0,40.0
10.18730/K40K1,G300A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CANAKKALE - CANAKKALE,40.17,26.41,,19700901.0,40.0
10.18730/JZA1Y,G299,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ISIKLER - CANAKKALE,40.15,26.5,,19700901.0,40.0
10.18730/JZ9ZW,G297,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KESAN - EDIRNE,40.86,26.6,,19700901.0,40.0
10.18730/JZ9YV,G296,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,HAMITOBOT - KIRKLARELI,41.5,27.3,,19700901.0,40.0
10.18730/JZ9PK,G288,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CORLU - TEKIRDAG,41.17,27.82,,19700901.0,40.0
10.18730/JZ9NJ,G287,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,EDIRNE - EDIRNE,41.68,26.59,,19700901.0,40.0
10.18730/JZ9HE,G274,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MERIC - EDIRNE,41.19,26.43,,19700901.0,40.0
10.18730/JZ974,G273,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BABAESKI - KIRKLARELI,41.73,27.2,,19700901.0,40.0
10.18730/JZ963,G272,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,DEREKOY - KIRKLARELI,39.28,27.32,,19700901.0,40.0
10.18730/JZ91=,G267,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,CAYIROYA - KOCAELI,40.81,29.35,,19700901.0,40.0
10.18730/JZ8MP,G254,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BERGAMA - IZMIR,38.13,27.16,,19700901.0,40.0
10.18730/JZ879,G240,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ALASEHIR - MANISA,38.6,28.56,,19700901.0,40.0
10.18730/JSC2K,G239A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SINDIRGI - BALIKESIR,39.2,28.2,,19700901.0,40.0
10.18730/JZ7XU,G231,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SELCUK - IZMIR,37.94,27.35,,19700901.0,40.0
10.18730/JZ7W=,G230,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,AYDIN - AYDIN,37.86,27.85,,19700901.0,40.0
10.18730/JZ7V$,G229,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KOYCEGIZ - MUGLA,36.96,28.67,,19700901.0,40.0
10.18730/JZ8CE,G228,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MUGLA - MUGLA,37.2,28.35,,19700901.0,40.0
10.18730/JZ824,G227,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,FETHIYE - MUGLA,36.68,29.13,,19700901.0,40.0
10.18730/K3XKG,G224A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,VILLAGE OF OSMANBUKU - OSMANBUKU - AYDIN,37.81,27.77,,19700901.0,40.0
10.18730/JVT96,G22205,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860701,TUR,NARMAN - NARMAN - ERZURUM,40.35,41.87,,19860701.0,40.0
10.18730/JZ7KT,G222,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,"TROOPICAL PLANT BREEDING STATION, ANTALYA - ANTALYA - ANTALYA",36.92,30.6,,19700901.0,40.0
10.18730/JZ7JS,G221,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ELMALI - ANTALYA,36.74,29.94,,19700901.0,40.0
10.18730/JVME4,G21909,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850101,TUR,INEGOL - BURSA,40.09,29.53,,19850101.0,40.0
10.18730/JVM2X,G21903,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850101,TUR,SULTANDAG - SULTANDAG - AFYON,38.54,31.24,,19850101.0,40.0
10.18730/JVM1W,G21902,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850101,TUR,KAYMAZ - ESKISEHIR,39.52,31.19,,19850101.0,40.0
10.18730/JZ835,G219,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SULEKLER - ANTALYA,37.12,30.09,,19700901.0,40.0
10.18730/JZ7S*,G210,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KORKUTELI - ANTALYA,37.04,30.13,,19700901.0,40.0
10.18730/JMQF0,G20505,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,TUR,CIMISKI - BILECIK,40.27,30.35,,19781001.0,40.0
10.18730/JZ74B,G205,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,"FROM AGRICUTURAL TEACHER, TARSUS - TARSUS - ICEL",36.88,34.89,,19700901.0,40.0
10.18730/JMPVH,G20488,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,TUR,ALMUS - TOKAT,40.38,36.89,,19781001.0,40.0
10.18730/JMP5*,G20482,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,TUR,SILIFKE - ICEL,36.38,33.96,,19781001.0,40.0
10.18730/JZ6Y5,G200,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,TOMUK - TOMUK - ICEL,36.69,34.37,,19700901.0,40.0
10.18730/JZ6KZ,G190A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KIRIKHAN - HATAY,36.51,36.38,,19700901.0,40.0
10.18730/JZ6M*,G191,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,"FROM DE CITRUS EXPERIMENT STATION, DORTYOL - DORTYOL - HATAY",36.87,36.2,,19700901.0,40.0
10.18730/JKKAV,G16917,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19780101,TUR,ADAPAZARI - SAKARYA,40.8,30.39,,19780101.0,40.0
10.18730/JH522,G16827,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ORHANGAZI - BURSA,40.51,29.3,,19700901.0,40.0
10.18730/JH544,G16828,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ECEABAT - CANAKKALE,40.19,26.35,,19700901.0,40.0
10.18730/JH4BG,G16809,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SEED STORE IN MANISA - MANISA - MANISA,38.6,27.43,,19700901.0,40.0
10.18730/JH4SY,G16816,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KESKIN - ESKISEHIR,39.85,30.4,,19700901.0,40.0
10.18730/JH4NT,G16815,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SEED DEALER IN KAYSERI - KAYSERI - KAYSERI,38.72,35.5,,19700901.0,40.0
10.18730/JH49E,G16810,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BIGADIC - BALIKESIR,39.39,28.15,,19700901.0,40.0
10.18730/JZ5YA,G158,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,STORE IN BEYPAZARI - BEYPAZARI - ANKARA,40.17,31.93,,19700901.0,40.0
10.18730/JZ5KU,G156,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,STORE IN NALLIHAN - NALLIHAN - ANKARA,40.18,31.35,,19700901.0,40.0
10.18730/JZ5H$,G154,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,STORE IN CAYIRHAN - CAYIRHAN - ANKARA,40.1,31.62,,19700901.0,40.0
10.18730/JZ5G~,G153,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,STORE IN ISTANBUL - ISTANBUL - ISTANBUL,41.02,28.97,,19700901.0,40.0
10.18730/JH4X$,G14498,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ELCIK - SIVRIHISAR - ESKISEHIR,39.54,31.57,,19700901.0,40.0
10.18730/JH4DJ,G14496,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,DEVREK - ZONGULDAK,41.22,31.97,,19700901.0,40.0
10.18730/JMQH2,G13092,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,TUR,BOYACIKOY - ISTANBUL,41.1,29.03,,19781001.0,40.0
10.18730/JH438,G13059,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,NAZILLI - AYDIN,37.89,28.28,,19700901.0,40.0
10.18730/JH4PV,G13040,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SAHII - YUKSEKOVA - HAKKARI,37.68,44.57,,19700901.0,40.0
10.18730/JZ2VP,G10,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BAZAR IN ANKARA - ANKARA - ANKARA,39.93,32.87,,19700901.0,40.0
10.18730/K4J58,G590,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SABANOZU - CANKIRI,40.49,33.31,,19700901.0,40.0
10.18730/K4J69,G600,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,YOZGAT - YOZGAT,39.84,34.8,,19700901.0,40.0
10.18730/JH3S=,G9510,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IND,NEW DELHI - DELHI,28.62,77.2,,19700901.0,40.0
10.18730/K2HPH,G8240,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IND,CHOLMO - UTTAR PRADESH,30.37,78.5,,19700901.0,40.0
10.18730/K2FGN,G8088,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770101,IND,AMRITSAR - AMRITSAR - WESTERN PUNJAB,31.59,74.9,,19770101.0,40.0
10.18730/JFFZ5,G7223,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IND,HUBLI - KARNATAKA,15.33,75.13,,19700901.0,40.0
10.18730/JZNT0,G711,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IND,KHASI HILLS - NONGPOH - MEGHALAYA,25.91,91.89,,19700901.0,40.0
10.18730/JZNKY,G704,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IND,SURAT - GUJARAT,21.2,72.77,,19700901.0,40.0
