DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,COLLSRC
10.18730/JPT8W,G4600,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19790601,COL,"EL BORDO, VEREDA ACHINTE - PATIA - CAUCA",2.1,-76.97,600.0,19790601.0,40.0
10.18730/JPT9X,G4603,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19790601,COL,CALOTO - CALOTO - CAUCA,3.02,-76.42,1100.0,19790601.0,40.0
10.18730/JPT0M,G4590,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19790601,COL,"COPER, VEREDA LOMA DE LOS MILAGROS - COPER - BOYACA",5.47,-74.07,1000.0,19790601.0,40.0
10.18730/JH96Q,G4589,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,COL,"MARIPI, VEREDA EL SALTO - MARIPI - BOYACA",5.58,-73.99,1850.0,19700901.0,40.0
10.18730/JF63P,G4581,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730101,COL,"PALMITO, VEREDA MAIPO, FINCA LA SIRIA - PALMITO - SUCRE",9.37,-75.56,70.0,19730101.0,40.0
10.18730/JF62N,G4580,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730101,COL,"CIENAGA DE ORO, FINCA EL CHARCON - CIENAGA DE ORO - BOLIVAR",8.89,-75.62,10.0,19730101.0,40.0
10.18730/JF61M,G4579,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730101,COL,"SAN PEDRO, FINCA VIDA TRANQUILA - SAN PEDRO CONSOLADO - BOLIVAR",10.01,-75.05,130.0,19730101.0,40.0
10.18730/JF6BY,G4576,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730101,COL,"TURBANA, FINCA EL NISPERO - TURBANA - BOLIVAR",10.27,-75.43,120.0,19730101.0,40.0
10.18730/JF6K1,G4556,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730101,COL,"CONCORDIA, VEREDA EL SOCORRO, FINCA LA LOMA - CONCORDIA - ANTIOQUIA",6.13,-75.9,1000.0,19730101.0,40.0
10.18730/JF6J0,G4554,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730101,COL,"SAN ROQUE, VEREDA SAN JOSÉ - SAN ROQUE - ANTIOQUIA",6.49,-75.02,,19730101.0,40.0
10.18730/JH5DD,G4551,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,COL,ANDES - ANDES - ANTIOQUIA,5.67,-75.89,,19700901.0,40.0
10.18730/K2295,G3618,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19720501,COL,EL BOLO - PALMIRA - VALLE DEL CAUCA,3.46,-76.33,1000.0,19720501.0,40.0
10.18730/JYGDR,G24987,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"3 KM N GARAGOA VÍA CHINAVITA, VEREDA QUIGUA ABAJO - GARAGOA - BOYACA",5.12,-73.36,1530.0,19930123.0,20.0
10.18730/S1HB8,G24942B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"6 KM W GACHETÁ, VEREDA EL ZAQUE-SAN PEDRO, FINCA LA TOMITA - GACHETA - CUNDINAMARCA",4.83,-73.69,2035.0,19930123.0,20.0
10.18730/JYDB0,G24943,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"1 KM SW TIBIRITA VÍA SALITRE, VEREDA CAÑADAS - TIBIRITA - CUNDINAMARCA",5.04,-73.51,1700.0,19930123.0,20.0
10.18730/JYCME,G24936,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"12 KM N CHOACHÍ, VEREDA LLANADA BAJA, QUEBRADA CHORRO GRANDE - CHOACHI - CUNDINAMARCA",4.58,-73.92,1830.0,19930123.0,10.0
10.18730/JYBNM,G24931,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,5 KM E LA UNIÓN VÍA VEREDA RIONEGRO - FOMEQUE - CUNDINAMARCA,4.52,-73.9,1690.0,19930123.0,10.0
10.18730/JYCA4,G24934,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"6 KM N FÓMEQUE VÍA LA UNIÓN, VEREDA CARRIZAL - FOMEQUE - CUNDINAMARCA",4.5,-73.88,1645.0,19930123.0,10.0
10.18730/JYAZ=,G24927,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"2 KM N CHOACHÍ, VEREDA LAS HERRERAS, SECTOR SANTA ROSA - CHOACHI - CUNDINAMARCA",4.56,-73.92,1760.0,19930123.0,20.0
10.18730/JY3HK,G24820,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,IPIALES - NARIÑO,0.82,-77.63,2700.0,19890601.0,40.0
10.18730/JY3DF,G24816,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890601,COL,CONSACA - NARIÑO,1.21,-77.46,1900.0,19890601.0,40.0
10.18730/JYHSZ,G24798,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"4 KM NW PACHO VÍA LA PALMA, VEREDA COMPERA BAJA - PACHO - CUNDINAMARCA",5.18,-74.18,1580.0,19930123.0,10.0
10.18730/JYHAG,G24794,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"1.5 KM N LA CAPILLA, VEREDA BARRO BLANCO ARRIBA - LA CAPILLA - BOYACA",5.1,-73.45,1780.0,19930123.0,10.0
10.18730/JYH4A,G24787,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"13 KM NW MACANAL VÍA GARAGOA, VEREDA PERDIGUEZ - MACANAL - BOYACA",5.0,-73.32,1715.0,19930123.0,10.0
10.18730/JYHFN,G24785,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"19 KM E GUATEQUE VÍA MACANAL, VEREDA PANTANO - MACANAL - BOYACA",4.98,-73.33,1270.0,19930123.0,10.0
10.18730/PHQ8A,G24782,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"16.5 KM E GUATEQUE VÍA MACANAL, VEREDA EL DATIL - MACANAL - BOYACA",5.02,-73.37,1230.0,19930123.0,60.0
10.18730/S31BV,G24777A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"16 KM E GUATEQUE VÍA MACANAL, VEREDA ARADA CHIQUITA - GARAGOA - BOYACA",5.04,-73.4,1250.0,19930123.0,20.0
10.18730/JYGBP,G24769,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"8 KM N GARAGOA VÍA CHINAVITA, VEREDA SENDA, RIO GARAGOA - GARAGOA - BOYACA",5.12,-73.38,1430.0,19930123.0,10.0
10.18730/JYGAN,G24768,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"6 KM N GARAGOA VÍA CHINAVITA, VEREDA CALDERA ABAJO - GARAGOA - BOYACA",5.1,-73.38,1450.0,19930123.0,10.0
10.18730/S4G58,G24767C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930123,COL,"6 KM N GARAGOA VÍA CHINAVITA, VEREDA CALDERA ABAJO - GARAGOA - BOYACA",5.14,-73.36,1450.0,19930123.0,20.0
10.18730/JYG5G,G24763,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"5 KM N GARAGOA VÍA CHINAVITA, VEREDA CALDERA ABAJO - GARAGOA - BOYACA",5.08,-73.38,1490.0,19930123.0,10.0
10.18730/PHQ9B,G24704,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19930123,COL,"2 KM NE GUAYATA VÍA GUATEQUE, VEREDA GUAVITA - GUAYATA - BOYACA",4.97,-73.48,1540.0,19930123.0,60.0
10.18730/JYDG5,G24690,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"2 KM SW GUATEQUE VÍA GUAYATA, VEREDA PLAZAS ARRIBA - GUATEQUE - BOYACA",5.0,-73.47,1700.0,19930123.0,10.0
10.18730/JYE0N,G24689,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"4 KM W GUATEQUE VÍA BOGOTA, VEREDA CHORRO TINTO - GUATEQUE - BOYACA",5.02,-73.48,1750.0,19930123.0,10.0
10.18730/JYDNA,G24688,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"5 KM W GUATEQUE VÍA BOGOTA, VEREDA UBAJUCA - GUATEQUE - BOYACA",5.02,-73.5,1760.0,19930123.0,10.0
10.18730/JYDC1,G24686,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"7 KM E MACHETA, VEREDA AGUA BLANCA, GUATEQUE-BOGOTÁ - MACHETA - CUNDINAMARCA",5.08,-73.57,1740.0,19930123.0,10.0
10.18730/JYCZS,G24671,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"1 KM NE GACHETÁ VÍA MANTA, VEREDA RESGUARDO 1 - GACHETA - CUNDINAMARCA",4.82,-73.63,1760.0,19930123.0,10.0
10.18730/JYCPG,G24657,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"9 KM NE CHOACHÍ, VEREDA MAZA, SAN JOSÉ - CHOACHI - CUNDINAMARCA",4.6,-73.9,1980.0,19930123.0,10.0
10.18730/JYC3$,G24649,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"4.5 KM NE FÓMEQUE VÍA LA UNIÓN, VEREDA GUAZAVISTA - FOMEQUE - CUNDINAMARCA",4.48,-73.88,1710.0,19930123.0,10.0
10.18730/JYBZY,G24645,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"1.5 KM W LA UNIÓN, VEREDA ROMERO - UBAQUE - CUNDINAMARCA",4.52,-73.92,1550.0,19930123.0,10.0
10.18730/JYBJH,G24626,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19930123,COL,"9.5 KM NE CHOACHÍ VÍA LA UNIÓN, VEREDA BARRO NEGRO - CHOACHI - CUNDINAMARCA",4.55,-73.9,2040.0,19930123.0,10.0
10.18730/JY1W3,G24536,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19891001,COL,SAN GIL - SANTANDER DEL SUR,6.54,-73.14,,19891001.0,20.0
10.18730/JY8CT,G24423,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19920210,COL,"1 KM SW MANTA, MANTA GRANDE ARRIBA - MANTA - CUNDINAMARCA",5.02,-73.55,1860.0,19920210.0,10.0
10.18730/PFCZ1,G24422,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19920210,COL,"4 KM NE GACHETÁ, RESGUARDO 2 - GACHETA - CUNDINAMARCA",4.82,-73.61,1870.0,19920210.0,20.0
10.18730/JY88P,G24419,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19920210,COL,"1.1 KM W LA UNIÓN, ROMERO BAJO - UBAQUE - CUNDINAMARCA",4.5,-73.9,1640.0,19920210.0,10.0
10.18730/JY7M2,G24401,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19920210,COL,"6 KM SE LA VEGA, ALTO MINAS, AUTOPISTA MEDELLÍN-BOGOTÁ - LA VEGA - CUNDINAMARCA",4.98,-74.31,1520.0,19920210.0,20.0
10.18730/PHR52,G24399,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"6 KM SE LA VEGA, ALTO MINAS, AUTOPISTA MEDELLÍN-BOGOTÁ - LA VEGA - CUNDINAMARCA",4.98,-74.35,1520.0,19920210.0,60.0
10.18730/PHR85,G24396,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19920210,COL,"5 KM SW CACHIPAY, INSPECCIÓN PEÑA NEGRA - CACHIPAY - CUNDINAMARCA",4.7,-74.47,1210.0,19920210.0,60.0
10.18730/JY72N,G24395,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19920210,COL,"5 KM E TENA, CRUCE LA GRAN VÍA - TENA - CUNDINAMARCA",4.65,-74.42,1600.0,19920210.0,10.0
10.18730/JY0Q3,G24006,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,ALTOS DE PLAYA RICA - ORTEGA - TOLIMA,4.07,-75.45,1200.0,19900915.0,20.0
10.18730/JXZYF,G24005,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,"10 KM S RIOBLANCO, BOCAS DE ANAMICHU - RIOBLANCO - TOLIMA",3.47,-75.65,760.0,19900915.0,20.0
10.18730/JY2QY,G24001,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19910801,COL,"VEREDA EL SALADO, FINCA LA ALSACIA - ATACO - TOLIMA",3.59,-75.39,,19910801.0,20.0
10.18730/JY0YA,G23999,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19900915,COL,"3 KM E TENA, EL ROSARIO - TENA - CUNDINAMARCA",4.63,-74.37,1550.0,19900915.0,10.0
10.18730/JY0X9,G23998,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,"3 KM E TENA, EL ROSARIO - TENA - CUNDINAMARCA",4.66,-74.4,1540.0,19900915.0,20.0
10.18730/JY0P2,G23995,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,"VILLA HERMOSA, VILLA HERMOSA - SAN ANTONIO - TOLIMA",4.0,-75.47,1840.0,19900915.0,20.0
10.18730/S2YPG,G23974A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,"10 KM E VEGALARGA, EL CEDRALITO - NEIVA - HUILA",2.92,-75.0,1520.0,19900915.0,20.0
10.18730/JXZM5,G23973,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,"9 KM W PACARNI, EL PALMITO - TESALIA - HUILA",2.63,-75.74,1600.0,19900915.0,20.0
10.18730/JXZP7,G23971,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,"23 KM SW PITALITO, VILLA FATIMA - PITALITO - HUILA",1.74,-76.18,1520.0,19900915.0,20.0
10.18730/JXZ3S,G23970,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,"11 KM SE GARZÓN, MONSERRATE - GARZON - HUILA",2.16,-75.62,1040.0,19900915.0,20.0
10.18730/JXZH2,G23969,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,EL PATICO - LA PLATA - HUILA,2.48,-75.95,1110.0,19900915.0,20.0
10.18730/JXZ5V,G23968,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,2 KM E INZA - INZA - CAUCA,2.56,-76.03,1660.0,19900915.0,20.0
10.18730/JY0W8,G23967,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19900915,COL,"8 KM S EL LIMÓN, BARRIALOSA - CHAPARRAL - TOLIMA",3.65,-75.59,1030.0,19900915.0,20.0
10.18730/JXRGU,G23965,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19890815,COL,VEREDA QUEBRADA ARRIBA - ANDES - ANTIOQUIA,5.63,-75.97,1700.0,19890815.0,20.0
10.18730/JWFFJ,G23851,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,COFRADIA - LA CRUZ - NARIÑO,1.63,-76.97,2170.0,19850801.0,20.0
10.18730/JWFRV,G23852,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,EL EJIDO - SIBUNDOY - PUTUMAYO,1.21,-76.84,2040.0,19850801.0,20.0
10.18730/PG74R,G23578,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19890430,COL,CAÑADA HONDA - SANTUARIO DEL CARMEN - RISARALDA,5.12,-75.96,1500.0,19890430.0,60.0
10.18730/JVKRK,G22277,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19861101,COL,DABEIBA - DABEIBA - ANTIOQUIA,7.02,-76.27,1300.0,19861101.0,40.0
10.18730/JVS68,G22146,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19860101,COL,EL QUEREMAL - DAGUA - VALLE DEL CAUCA,3.52,-76.72,,19860101.0,20.0
10.18730/JWFDG,G21243,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,EL TERERO - FUNES - NARIÑO,1.02,-77.45,2070.0,19850801.0,20.0
10.18730/JWF14,G21241,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,EL CHILCAL - SAN PABLO - NARIÑO,1.67,-77.04,1770.0,19850801.0,20.0
10.18730/JWEDN,G21230,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,TAMINANGO - TAMINANGO - NARIÑO,1.57,-77.3,1560.0,19850801.0,20.0
10.18730/JWE08,G21228,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,"5 KM S DE SAMANIEGO, CARTAGENA - SAMANIEGO - NARIÑO",1.32,-77.61,1570.0,19850801.0,20.0
10.18730/JWDN$,G21224,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,BRISAS DEL GUAITARA - CONSACA - NARIÑO,1.22,-77.5,1200.0,19850801.0,20.0
10.18730/JWDY6,G21226,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,SAMANIEGO - SAMANIEGO - NARIÑO,1.34,-77.59,1480.0,19850801.0,20.0
10.18730/JWDAQ,G21215,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,LAS COCHAS - EL PENOL - NARIÑO,1.5,-77.45,1360.0,19850801.0,20.0
10.18730/JWD4H,G21210,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,GUAYABAL - EL PENOL - NARIÑO,1.5,-77.43,1320.0,19850801.0,20.0
10.18730/S5Q1Z,G21209A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,EL PEREJIL - EL PENOL - NARIÑO,1.45,-77.43,1650.0,19850801.0,20.0
10.18730/JWCYB,G21202,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19850801,COL,ROSAPAMPA - LA FLORIDA - NARIÑO,1.37,-77.33,1980.0,19850801.0,20.0
10.18730/JTEC7,G21114,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19840901,COL,VEREDA EL ORO - BOLIVAR - VALLE DEL CAUCA,4.45,-76.32,1600.0,19840901.0,40.0
10.18730/JHQ3R,G16903,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770701,COL,PIENDAMO - PIENDAMO - CAUCA,2.64,-76.5,,19770701.0,20.0
10.18730/JSVDX,G15841,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770901,COL,REGIÓN DE TIERRADENTRO - LA PLATA - HUILA,2.47,-75.97,,19770901.0,20.0
10.18730/JSM6M,G15839,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19820301,COL,TIERRADENTRO - MORALES - CAUCA,2.79,-76.79,,19820301.0,20.0
10.18730/JSDGW,G15818,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19800501,COL,POTOSI - POTOSI - NARIÑO,0.82,-77.59,2800.0,19800501.0,20.0
10.18730/JM2H~,G14853,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19780719,COL,ARGUELLO - YACUANQUER - NARIÑO,1.14,-77.47,,19780719.0,40.0
10.18730/JHQ1P,G14643,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770701,COL,TUNIA - PIENDAMO - CAUCA,2.69,-76.52,,19770701.0,20.0
10.18730/JHG0K,G14539,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19760101,COL,"CIRCASIA, FINCA LA FLORIDA - CIRCASIA - CALDAS",4.62,-75.65,1920.0,19760101.0,40.0
10.18730/JHFA$,G14527,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750501,COL,CAICEDONIA - VALLE DEL CAUCA,4.34,-75.82,,19750501.0,20.0
10.18730/JS7W~,G14017,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19810601,COL,MONIQUIRA - MONIQUIRA - BOYACA,5.83,-73.54,,19810601.0,40.0
10.18730/JS7CH,G13928,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19810501,COL,PURACÉ - PURACE - CAUCA,2.4,-76.45,,19810501.0,20.0
10.18730/JS7HP,G13924,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19810501,COL,CÓRDOBA - CORDOBA - NARIÑO,0.85,-77.52,2800.0,19810501.0,20.0
10.18730/JRXDZ,G12726,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19790101,COL,MANIZALES - CALDAS,5.08,-75.54,,19790101.0,20.0
10.18730/JP0WY,G12720,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,COL,SAN ANTONIO - RIONEGRO - ANTIOQUIA,6.13,-75.37,,19781001.0,40.0
10.18730/JNFHY,G12707,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781101,COL,IPIALES - IPIALES - NARIÑO,0.82,-77.66,2900.0,19781101.0,40.0
10.18730/JRX7S,G12666,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19790101,COL,"CONTADERO, VEREDA SAN JUAN, FINCA CHALIPIAL - CONTADERO - NARIÑO",0.92,-77.55,2000.0,19790101.0,40.0
10.18730/JP057,G12652,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781201,COL,"MONGUI, FINCA LA PIEDRA - MONGUI - BOYACA",5.73,-72.84,2700.0,19781201.0,40.0
10.18730/JRWE0,G12649,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19790101,COL,RIONEGRO - RIONEGRO - ANTIOQUIA,6.16,-75.38,,19790101.0,40.0
10.18730/K4Q4K,G52127,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19821101,COL,CALI - VALLE DEL CAUCA,3.46,-76.54,,19821101.0,40.0
10.18730/K4Q5M,G52128,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19821101,COL,SANTANDER DE QUILICHAO - CAUCA,3.02,-76.48,,19821101.0,40.0
10.18730/S33GP,G50870A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19960120,COL,"14 KM N NEIRA VÍA LA FELISA, PAN DE AZÚCAR - NEIRA - CALDAS",5.2,-75.52,1865.0,19960120.0,20.0
10.18730/S4G8B,G50990N,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19940815,COL,"6 KM W EL ROSARIO, LA MONTAÑA, FINCA CUMBAL - EL ROSARIO - NARIÑO",1.75,-77.33,1660.0,19940815.0,60.0
10.18730/JH588,G9518,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,ETH,ADDIS ABABA - ADDIS ABABA - SHEWA,9.03,38.7,,19700901.0,40.0
10.18730/JZR51,G807,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,ETH,"60 KM SOUTH OF ADDIS ABABA, MOJO - MOJO - SHEWA",8.48,39.13,,19700901.0,40.0
10.18730/JZQ9A,G761,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,ETH,DIRE DAWA - DIRE DAWA - HARERGE,9.58,41.87,,19700901.0,40.0
10.18730/JFP5J,G6980,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,ETH,EREMAYA HARAR - HARAR - HARERGE,9.32,42.12,1500.0,19730301.0,40.0
10.18730/JMY5X,G20142,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,ETH,"NEAR BULBULA, 195 KM ALONG ROAD TO SHASHAMANE - SHASHAMANE - SHEWA",7.69,38.65,,19781001.0,40.0
10.18730/S4QV*,G19236B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,ETH,BAKO - BAKO - GAMO GOFA,5.78,36.57,1290.0,19781001.0,40.0
10.18730/JMBT$,G14177,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,ETH,AGRICULTURAL COLLEGE IN ALLEM MAYA - ALEM MAYA - HARERGE,9.4,42.02,,19781001.0,40.0
10.18730/PEET=,G13072,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,ETH,"40 KM W OF SHASHAMANE, DODITTI - SHASHAMANE - SHEWA",7.17,38.59,,19781001.0,40.0
10.18730/JH4KR,G9517,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ANKARA - ANKARA - ANKARA,40.0,32.93,,19700901.0,40.0
10.18730/S63MV,G9516C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MENGEN - BOLU,40.73,31.65,,19700901.0,40.0
10.18730/JH4EK,G9515,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MUSTECAP - BALIKESIR,39.74,27.88,,19700901.0,40.0
10.18730/JH3Y3,G9513,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MANAGAT - ANTALYA,36.8,31.44,,19700901.0,40.0
10.18730/JH3X2,G9512,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KORKUTELI - ANTALYA,37.07,30.22,2700.0,19700901.0,40.0
10.18730/K3H4R,G9511,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,USAK - KUTAHYA,38.7,29.42,,19700901.0,40.0
10.18730/JZ2TN,G9,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,BAZAAR IN KONYA - KONYA - KONYA,37.87,32.52,,19700901.0,40.0
10.18730/JZTVD,G897,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SAMSUN - SAMSUN,41.25,36.37,,19700901.0,40.0
10.18730/JZV1K,G885,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,DOGANSEHR - MALATYA,38.1,37.88,,19700901.0,40.0
10.18730/JZV0J,G884,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,PASA FABRICASI - SIVAS,39.75,37.03,,19700901.0,40.0
10.18730/S35RM,G8239A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SOGUK PINAR - BURSA,40.06,29.12,,19700901.0,40.0
10.18730/JSC1J,G710A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KAMERA - TRABZON,41.0,39.72,,19700901.0,40.0
10.18730/JZNN*,G706,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MARASH - MARAS,37.6,36.92,,19700901.0,40.0
10.18730/JZNCQ,G696,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,SUSURLUK - BALIKESIR,39.91,28.18,,19700901.0,40.0
10.18730/JZNBP,G695,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,ELBISTAN - MARAS,38.23,37.18,,19700901.0,40.0
10.18730/JZN7J,G691,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,NUSAYBIN - MARDIN,37.09,41.24,,19700901.0,40.0
10.18730/JZN6H,G690,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,MUS - MUS,38.73,41.47,,19700901.0,40.0
10.18730/JZN5G,G689,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,TUR,KARAKOSE - KARAKOSE - AGRI,39.73,43.05,,19700901.0,40.0
